match_id,team_1,team_2,league,date,winner
8412-8412_game_2,ThunderTalk Gaming,EDward Gaming,LPL,2022-01-15 08:04:52,EDward Gaming
8413-8413_game_1,Top Esports,Ultra Prime,LPL,2022-01-15 09:11:56,Top Esports
8413-8413_game_2,Top Esports,Ultra Prime,LPL,2022-01-15 10:08:46,Ultra Prime
8413-8413_game_3,Top Esports,Ultra Prime,LPL,2022-01-15 11:04:26,Top Esports
8414-8414_game_1,Rare Atom,LNG Esports,LPL,2022-01-15 12:18:32,Rare Atom
8414-8414_game_2,Rare Atom,LNG Esports,LPL,2022-01-15 13:14:31,LNG Esports
8414-8414_game_3,Rare Atom,LNG Esports,LPL,2022-01-15 14:04:26,LNG Esports
8415-8415_game_1,Oh My God,Invictus Gaming,LPL,2022-01-16 07:19:26,Oh My God
8415-8415_game_2,Invictus Gaming,Oh My God,LPL,2022-01-16 08:16:37,Oh My God
8416-8416_game_1,Team WE,Victory Five,LPL,2022-01-16 09:21:15,Victory Five
8416-8416_game_2,Team WE,Victory Five,LPL,2022-01-16 10:10:35,Team WE
8416-8416_game_3,Victory Five,Team WE,LPL,2022-01-16 11:00:49,Victory Five
8417-8417_game_1,Bilibili Gaming,Weibo Gaming,LPL,2022-01-16 12:18:04,Weibo Gaming
8417-8417_game_2,Weibo Gaming,Bilibili Gaming,LPL,2022-01-16 13:08:34,Bilibili Gaming
8417-8417_game_3,Bilibili Gaming,Weibo Gaming,LPL,2022-01-16 13:57:21,Bilibili Gaming
8418-8418_game_1,ThunderTalk Gaming,Royal Never Give Up,LPL,2022-01-17 09:20:48,Royal Never Give Up
8418-8418_game_2,Royal Never Give Up,ThunderTalk Gaming,LPL,2022-01-17 10:26:41,Royal Never Give Up
8419-8419_game_1,FunPlus Phoenix,Anyone's Legend,LPL,2022-01-17 11:40:38,FunPlus Phoenix
8419-8419_game_2,FunPlus Phoenix,Anyone's Legend,LPL,2022-01-17 12:30:33,FunPlus Phoenix
8420-8420_game_1,LGD Gaming,JD Gaming,LPL,2022-01-18 09:19:58,JD Gaming
8420-8420_game_2,LGD Gaming,JD Gaming,LPL,2022-01-18 10:23:46,JD Gaming
8421-8421_game_1,Ultra Prime,EDward Gaming,LPL,2022-01-18 11:49:35,EDward Gaming
8421-8421_game_2,Ultra Prime,EDward Gaming,LPL,2022-01-18 12:41:08,Ultra Prime
8421-8421_game_3,Ultra Prime,EDward Gaming,LPL,2022-01-18 13:34:59,EDward Gaming
8422-8422_game_1,Team WE,Top Esports,LPL,2022-01-19 09:26:33,Team WE
8422-8422_game_2,Top Esports,Team WE,LPL,2022-01-19 10:16:30,Top Esports
8422-8422_game_3,Team WE,Top Esports,LPL,2022-01-19 11:04:46,Top Esports
8423-8423_game_1,LNG Esports,Invictus Gaming,LPL,2022-01-19 12:12:20,LNG Esports
8423-8423_game_2,Invictus Gaming,LNG Esports,LPL,2022-01-19 13:02:17,LNG Esports
8424-8424_game_1,Rare Atom,Victory Five,LPL,2022-01-20 09:19:50,Rare Atom
8424-8424_game_2,Victory Five,Rare Atom,LPL,2022-01-20 10:14:37,Victory Five
8424-8424_game_3,Rare Atom,Victory Five,LPL,2022-01-20 11:06:12,Victory Five
8425-8425_game_1,Oh My God,Bilibili Gaming,LPL,2022-01-20 12:20:10,Oh My God
8425-8425_game_2,Bilibili Gaming,Oh My God,LPL,2022-01-20 13:14:10,Bilibili Gaming
8425-8425_game_3,Oh My God,Bilibili Gaming,LPL,2022-01-20 14:03:11,Bilibili Gaming
8426-8426_game_1,Ultra Prime,LGD Gaming,LPL,2022-01-21 07:19:34,Ultra Prime
8426-8426_game_2,LGD Gaming,Ultra Prime,LPL,2022-01-21 08:05:51,LGD Gaming
8426-8426_game_3,Ultra Prime,LGD Gaming,LPL,2022-01-21 08:50:50,Ultra Prime
8427-8427_game_1,Anyone's Legend,Royal Never Give Up,LPL,2022-01-21 10:06:24,Anyone's Legend
8427-8427_game_2,Anyone's Legend,Royal Never Give Up,LPL,2022-01-21 11:00:28,Royal Never Give Up
8427-8427_game_3,Anyone's Legend,Royal Never Give Up,LPL,2022-01-21 11:52:14,Royal Never Give Up
8428-8428_game_1,Weibo Gaming,ThunderTalk Gaming,LPL,2022-01-21 13:02:16,Weibo Gaming
8428-8428_game_2,Weibo Gaming,ThunderTalk Gaming,LPL,2022-01-21 13:49:42,ThunderTalk Gaming
8428-8428_game_3,Weibo Gaming,ThunderTalk Gaming,LPL,2022-01-21 14:45:11,Weibo Gaming
8429-8429_game_1,LNG Esports,Team WE,LPL,2022-01-22 07:21:27,LNG Esports
8429-8429_game_2,LNG Esports,Team WE,LPL,2022-01-22 08:06:04,LNG Esports
8430-8430_game_1,FunPlus Phoenix,JD Gaming,LPL,2022-01-22 09:18:20,FunPlus Phoenix
8430-8430_game_2,FunPlus Phoenix,JD Gaming,LPL,2022-01-22 10:08:02,JD Gaming
8430-8430_game_3,JD Gaming,FunPlus Phoenix,LPL,2022-01-22 11:00:20,JD Gaming
8431-8431_game_1,EDward Gaming,Oh My God,LPL,2022-01-22 12:13:56,EDward Gaming
