match_id,team_1,team_2,league,date,winner,gamelength,firsttower_team,firstblood_team,firstdragon_team
ESPORTSTMNT06_2768513,Team Vitality,SK Gaming,LEC,2023-01-29 18:05:57,SK Gaming,1867,SK Gaming,SK Gaming,SK Gaming
ESPORTSTMNT06_2768541,KOI,MAD Lions KOI,LEC,2023-01-29 20:54:03,MAD Lions KOI,1813,MAD Lions KOI,MAD Lions KOI,MAD Lions KOI
ESPORTSTMNT06_2768575,Team BDS,MAD Lions KOI,LEC,2023-01-30 18:01:07,Team BDS,2392,Team BDS,Team BDS,MAD Lions KOI
ESPORTSTMNT06_2768583,SK Gaming,KOI,LEC,2023-01-30 19:06:40,SK Gaming,1778,SK Gaming,KOI,SK Gaming
ESPORTSTMNT06_2768861,G2 Esports,Team BDS,LEC,2023-02-04 18:59:46,G2 Esports,1886,G2 Esports,Team BDS,Team BDS
ESPORTSTMNT06_2768870,Fnatic,MAD Lions KOI,LEC,2023-02-04 19:57:20,MAD Lions KOI,1492,MAD Lions KOI,MAD Lions KOI,MAD Lions KOI
ESPORTSTMNT06_2768877,KOI,Team Vitality,LEC,2023-02-04 20:52:15,KOI,2033,KOI,KOI,KOI
ESPORTSTMNT06_2768899,SK Gaming,Excel Esports,LEC,2023-02-05 17:06:41,SK Gaming,2102,SK Gaming,Excel Esports,SK Gaming
ESPORTSTMNT06_2768914,Team BDS,Team Vitality,LEC,2023-02-05 18:06:05,Team Vitality,2673,Team Vitality,Team BDS,Team Vitality
ESPORTSTMNT06_2768924,Team Heretics,MAD Lions KOI,LEC,2023-02-05 19:24:11,MAD Lions KOI,2006,MAD Lions KOI,MAD Lions KOI,MAD Lions KOI
ESPORTSTMNT06_2768966,SK Gaming,Fnatic,LEC,2023-02-06 19:11:25,SK Gaming,1796,SK Gaming,Fnatic,SK Gaming
ESPORTSTMNT06_2768984,Team Vitality,Excel Esports,LEC,2023-02-06 21:13:07,Team Vitality,3246,Excel Esports,Excel Esports,Excel Esports
ESPORTSTMNT06_2769135,Astralis,MAD Lions KOI,LEC,2023-01-22 18:15:59,MAD Lions KOI,1761,Astralis,Astralis,MAD Lions KOI
ESPORTSTMNT06_2769151,Excel Esports,KOI,LEC,2023-01-22 20:22:44,KOI,2426,Excel Esports,KOI,KOI
ESPORTSTMNT06_2769159,Fnatic,G2 Esports,LEC,2023-01-22 21:37:16,G2 Esports,1435,G2 Esports,G2 Esports,G2 Esports
ESPORTSTMNT06_2769191,Team BDS,Excel Esports,LEC,2023-01-23 18:22:18,Excel Esports,2773,Team BDS,Team BDS,Excel Esports
ESPORTSTMNT06_2769231,MAD Lions KOI,Team Vitality,LEC,2023-01-23 21:55:06,Team Vitality,1762,Team Vitality,Team Vitality,Team Vitality
ESPORTSTMNT06_2769446,SK Gaming,G2 Esports,LEC,2023-01-28 20:32:40,SK Gaming,2082,G2 Esports,SK Gaming,G2 Esports
ESPORTSTMNT06_2769501,Team Heretics,G2 Esports,LEC,2023-01-29 19:06:13,G2 Esports,1125,G2 Esports,G2 Esports,G2 Esports
ESPORTSTMNT06_2769509,Excel Esports,Fnatic,LEC,2023-01-29 19:54:02,Fnatic,2105,Fnatic,Excel Esports,Fnatic
ESPORTSTMNT06_2769531,Excel Esports,Astralis,LEC,2023-01-30 17:06:07,Astralis,1884,Astralis,Astralis,Excel Esports
ESPORTSTMNT06_2769596,Fnatic,Team Heretics,LEC,2023-01-30 21:30:16,Team Heretics,2440,Fnatic,Team Heretics,Team Heretics
ESPORTSTMNT06_2769830,Astralis,SK Gaming,LEC,2023-02-04 17:05:16,Astralis,2322,SK Gaming,SK Gaming,Astralis
ESPORTSTMNT06_2769839,Excel Esports,Team Heretics,LEC,2023-02-04 18:09:50,Team Heretics,1577,Team Heretics,Team Heretics,Team Heretics
ESPORTSTMNT06_2769911,Astralis,Fnatic,LEC,2023-02-05 20:29:18,Astralis,1617,Astralis,Astralis,Astralis
ESPORTSTMNT06_2769916,G2 Esports,KOI,LEC,2023-02-05 21:23:55,G2 Esports,1634,G2 Esports,KOI,G2 Esports
ESPORTSTMNT06_2769929,Team BDS,Team Heretics,LEC,2023-02-06 17:08:08,Team BDS,2273,Team Heretics,Team BDS,Team Heretics
ESPORTSTMNT06_2773449,Team Vitality,MAD Lions KOI,LEC,2023-03-11 19:13:48,Team Vitality,1684,Team Vitality,Team Vitality,Team Vitality
ESPORTSTMNT06_2773457,Astralis,KOI,LEC,2023-03-11 20:08:28,Astralis,1702,Astralis,Astralis,Astralis
ESPORTSTMNT06_2773526,Excel Esports,Team Vitality,LEC,2023-03-12 18:50:08,Team Vitality,1853,Team Vitality,Team Vitality,Excel Esports
ESPORTSTMNT06_2773569,SK Gaming,Astralis,LEC,2023-03-13 17:08:09,SK Gaming,1454,SK Gaming,SK Gaming,SK Gaming
ESPORTSTMNT06_2773618,G2 Esports,Excel Esports,LEC,2023-03-13 19:58:39,G2 Esports,1527,G2 Esports,G2 Esports,G2 Esports
ESPORTSTMNT06_2773628,Fnatic,Team Vitality,LEC,2023-03-13 20:49:59,Team Vitality,1408,Team Vitality,Team Vitality,Team Vitality
ESPORTSTMNT06_2773874,KOI,G2 Esports,LEC,2023-03-18 21:05:30,KOI,1866,G2 Esports,KOI,G2 Esports
ESPORTSTMNT06_2773941,Excel Esports,SK Gaming,LEC,2023-03-20 17:08:06,SK Gaming,1838,SK Gaming,SK Gaming,SK Gaming
ESPORTSTMNT06_2773955,MAD Lions KOI,Team Heretics,LEC,2023-03-20 18:06:23,Team Heretics,2188,MAD Lions KOI,Team Heretics,Team Heretics
ESPORTSTMNT06_2773965,Team BDS,G2 Esports,LEC,2023-03-20 20:10:05,G2 Esports,2069,Team BDS,G2 Esports,Team BDS
ESPORTSTMNT06_2773972,Fnatic,KOI,LEC,2023-03-20 21:12:16,Fnatic,1909,KOI,KOI,KOI
ESPORTSTMNT06_2774534,SK Gaming,Fnatic,LEC,2023-03-12 19:50:28,SK Gaming,1908,SK Gaming,Fnatic,Fnatic
ESPORTSTMNT06_2774603,Team Heretics,Team BDS,LEC,2023-03-13 18:00:27,Team BDS,1889,Team BDS,Team BDS,Team BDS
ESPORTSTMNT06_2774623,MAD Lions KOI,KOI,LEC,2023-03-13 18:57:01,MAD Lions KOI,1811,MAD Lions KOI,MAD Lions KOI,MAD Lions KOI
ESPORTSTMNT06_2774857,Astralis,MAD Lions KOI,LEC,2023-03-18 17:08:23,MAD Lions KOI,1703,Astralis,Astralis,MAD Lions KOI
ESPORTSTMNT06_2774880,Fnatic,Team BDS,LEC,2023-03-18 18:58:13,Team BDS,2042,Fnatic,Team BDS,Team BDS
ESPORTSTMNT06_2774885,Team Vitality,SK Gaming,LEC,2023-03-18 20:05:53,Team Vitality,1857,Team Vitality,SK Gaming,Team Vitality
ESPORTSTMNT06_2774912,Team BDS,Astralis,LEC,2023-03-19 17:06:44,Team BDS,2066,Team BDS,Astralis,Astralis
ESPORTSTMNT06_2774934,Team Heretics,Fnatic,LEC,2023-03-19 19:11:06,Fnatic,2438,Team Heretics,Fnatic,Fnatic
ESPORTSTMNT06_2775428,Excel Esports,Fnatic,LEC,2023-03-11 17:08:51,Excel Esports,1811,Fnatic,Fnatic,Excel Esports
ESPORTSTMNT06_2775434,Team BDS,SK Gaming,LEC,2023-03-11 18:11:54,SK Gaming,2157,Team BDS,Team BDS,SK Gaming
ESPORTSTMNT06_2775460,G2 Esports,Team Heretics,LEC,2023-03-11 21:11:17,G2 Esports,1420,Team Heretics,Team Heretics,G2 Esports
ESPORTSTMNT06_2775495,Team BDS,MAD Lions KOI,LEC,2023-03-12 17:07:48,Team BDS,1926,MAD Lions KOI,MAD Lions KOI,Team BDS
ESPORTSTMNT06_2775522,Astralis,G2 Esports,LEC,2023-03-12 20:52:08,Astralis,1988,G2 Esports,Astralis,G2 Esports
ESPORTSTMNT06_2775531,KOI,Team Heretics,LEC,2023-03-12 21:55:01,KOI,2812,Team Heretics,Team Heretics,Team Heretics
ESPORTSTMNT06_2775833,Team Heretics,Excel Esports,LEC,2023-03-18 18:04:20,Team Heretics,2250,Team Heretics,Team Heretics,Team Heretics
ESPORTSTMNT06_2775881,Excel Esports,MAD Lions KOI,LEC,2023-03-19 18:19:42,Excel Esports,2101,Excel Esports,Excel Esports,MAD Lions KOI
ESPORTSTMNT06_2775898,SK Gaming,KOI,LEC,2023-03-19 20:30:56,KOI,2189,SK Gaming,SK Gaming,SK Gaming
ESPORTSTMNT06_2775908,G2 Esports,Team Vitality,LEC,2023-03-19 21:42:37,G2 Esports,1858,Team Vitality,Team Vitality,Team Vitality
ESPORTSTMNT06_2776059,Fnatic,MAD Lions KOI,LEC,2023-03-25 20:16:00,Fnatic,1899,MAD Lions KOI,Fnatic,Fnatic
ESPORTSTMNT06_2776067,Excel Esports,Astralis,LEC,2023-03-26 15:58:28,Astralis,1310,Astralis,Astralis,Astralis
ESPORTSTMNT06_2776133,Team Heretics,MAD Lions KOI,LEC,2023-03-27 21:00:38,MAD Lions KOI,2078,MAD Lions KOI,Team Heretics,MAD Lions KOI
ESPORTSTMNT06_2777029,Team Heretics,Astralis,LEC,2023-03-25 17:09:32,Astralis,1712,Astralis,Astralis,Astralis
ESPORTSTMNT06_2777051,KOI,Excel Esports,LEC,2023-03-25 17:57:19,KOI,2487,KOI,Excel Esports,Excel Esports
ESPORTSTMNT06_2777070,SK Gaming,G2 Esports,LEC,2023-03-25 21:25:10,G2 Esports,1723,G2 Esports,SK Gaming,G2 Esports
ESPORTSTMNT06_2777089,MAD Lions KOI,SK Gaming,LEC,2023-03-26 16:54:30,MAD Lions KOI,2089,MAD Lions KOI,MAD Lions KOI,MAD Lions KOI
ESPORTSTMNT06_2777097,KOI,Team BDS,LEC,2023-03-26 17:56:49,Team BDS,2374,KOI,Team BDS,Team BDS
ESPORTSTMNT06_2777123,Astralis,Fnatic,LEC,2023-03-27 17:02:05,Astralis,2222,Fnatic,Fnatic,Fnatic
ESPORTSTMNT06_2777132,MAD Lions KOI,G2 Esports,LEC,2023-03-27 19:10:23,G2 Esports,1686,G2 Esports,MAD Lions KOI,G2 Esports
ESPORTSTMNT06_2778032,Team Vitality,Team BDS,LEC,2023-03-25 19:19:38,Team BDS,2491,Team Vitality,Team BDS,Team BDS
ESPORTSTMNT06_2778069,Team Vitality,Team Heretics,LEC,2023-03-26 19:02:22,Team Vitality,2275,Team Vitality,Team Heretics,Team Vitality
ESPORTSTMNT06_2778074,G2 Esports,Fnatic,LEC,2023-03-26 19:53:48,Fnatic,1963,G2 Esports,Fnatic,G2 Esports
ESPORTSTMNT06_2778084,Team BDS,Excel Esports,LEC,2023-03-27 15:58:42,Team BDS,2350,Team BDS,Team BDS,Team BDS
ESPORTSTMNT06_2778102,Team Heretics,SK Gaming,LEC,2023-03-27 18:13:19,Team Heretics,1939,SK Gaming,Team Heretics,SK Gaming
ESPORTSTMNT06_2778117,KOI,Team Vitality,LEC,2023-03-27 20:07:14,Team Vitality,1597,Team Vitality,Team Vitality,Team Vitality
ESPORTSTMNT06_2818965,Excel Esports,MAD Lions KOI,LEC,2023-07-15 16:07:46,Excel Esports,1743,Excel Esports,MAD Lions KOI,MAD Lions KOI
ESPORTSTMNT06_2818982,MAD Lions KOI,Excel Esports,LEC,2023-07-15 17:00:04,Excel Esports,2354,MAD Lions KOI,Excel Esports,Excel Esports
ESPORTSTMNT06_2819995,Fnatic,SK Gaming,LEC,2023-07-15 19:03:28,SK Gaming,2087,SK Gaming,Fnatic,SK Gaming
ESPORTSTMNT06_2820985,SK Gaming,Fnatic,LEC,2023-07-15 18:08:13,SK Gaming,1955,SK Gaming,SK Gaming,Fnatic
ESPORTSTMNT06_2821034,Team Heretics,Team BDS,LEC,2023-07-16 16:07:26,Team Heretics,1773,Team BDS,Team BDS,Team Heretics
ESPORTSTMNT06_2821052,G2 Esports,KOI,LEC,2023-07-16 18:42:05,G2 Esports,1924,KOI,KOI,G2 Esports
ESPORTSTMNT06_2821088,Excel Esports,SK Gaming,LEC,2023-07-17 17:57:22,Excel Esports,1928,Excel Esports,SK Gaming,SK Gaming
ESPORTSTMNT06_2821347,Fnatic,SK Gaming,LEC,2023-07-23 16:07:42,Fnatic,1600,Fnatic,SK Gaming,Fnatic
ESPORTSTMNT06_2821361,Team BDS,Team Heretics,LEC,2023-07-23 19:03:46,Team Heretics,1749,Team Heretics,Team BDS,Team Heretics
ESPORTSTMNT06_2821382,G2 Esports,Excel Esports,LEC,2023-07-24 19:46:56,G2 Esports,2310,Excel Esports,G2 Esports,Excel Esports
ESPORTSTMNT06_2821447,Fnatic,Team Heretics,LEC,2023-07-28 17:08:07,Fnatic,1809,Team Heretics,Team Heretics,Fnatic
ESPORTSTMNT06_2821455,Excel Esports,Fnatic,LEC,2023-07-29 18:50:14,Excel Esports,1694,Fnatic,Excel Esports,Fnatic
ESPORTSTMNT06_2821457,G2 Esports,Excel Esports,LEC,2023-07-30 16:19:38,G2 Esports,1504,G2 Esports,Excel Esports,Excel Esports
ESPORTSTMNT06_2821467,Excel Esports,G2 Esports,LEC,2023-07-30 18:13:23,G2 Esports,1434,Excel Esports,Excel Esports,G2 Esports
ESPORTSTMNT06_2822047,Team Heretics,Team BDS,LEC,2023-07-16 17:46:48,Team BDS,1595,Team BDS,Team Heretics,Team Heretics
ESPORTSTMNT06_2822059,KOI,G2 Esports,LEC,2023-07-16 19:36:39,G2 Esports,1705,G2 Esports,G2 Esports,G2 Esports
ESPORTSTMNT06_2822069,Excel Esports,SK Gaming,LEC,2023-07-17 16:07:18,Excel Esports,2075,SK Gaming,Excel Esports,Excel Esports
ESPORTSTMNT06_2822080,Excel Esports,SK Gaming,LEC,2023-07-17 17:05:27,SK Gaming,1692,SK Gaming,SK Gaming,Excel Esports
ESPORTSTMNT06_2822099,Team BDS,G2 Esports,LEC,2023-07-17 19:44:27,G2 Esports,1928,G2 Esports,G2 Esports,Team BDS
ESPORTSTMNT06_2822362,Team Heretics,KOI,LEC,2023-07-22 19:08:57,Team Heretics,1716,Team Heretics,Team Heretics,Team Heretics
ESPORTSTMNT06_2822395,G2 Esports,Excel Esports,LEC,2023-07-24 17:03:08,Excel Esports,1735,G2 Esports,G2 Esports,Excel Esports
ESPORTSTMNT06_2822451,Fnatic,Team Heretics,LEC,2023-07-28 18:52:23,Fnatic,1576,Fnatic,Fnatic,Fnatic
ESPORTSTMNT06_2822453,Excel Esports,Fnatic,LEC,2023-07-29 16:08:07,Excel Esports,1721,Excel Esports,Excel Esports,Excel Esports
ESPORTSTMNT06_2822463,Fnatic,Excel Esports,LEC,2023-07-29 17:51:30,Fnatic,2139,Excel Esports,Fnatic,Excel Esports
ESPORTSTMNT06_2822475,G2 Esports,Excel Esports,LEC,2023-07-30 17:13:07,G2 Esports,2225,G2 Esports,Excel Esports,Excel Esports
ESPORTSTMNT06_2823044,Team BDS,Team Heretics,LEC,2023-07-16 16:58:49,Team BDS,1578,Team BDS,Team BDS,Team BDS
ESPORTSTMNT06_2823099,G2 Esports,Team BDS,LEC,2023-07-17 18:54:43,G2 Esports,1707,G2 Esports,Team BDS,Team BDS
ESPORTSTMNT06_2823350,Fnatic,MAD Lions KOI,LEC,2023-07-22 16:07:39,Fnatic,1803,Fnatic,Fnatic,Fnatic
ESPORTSTMNT06_2823367,Fnatic,MAD Lions KOI,LEC,2023-07-22 17:00:48,Fnatic,2253,Fnatic,Fnatic,MAD Lions KOI
ESPORTSTMNT06_2823368,Team Heretics,KOI,LEC,2023-07-22 18:05:20,Team Heretics,2494,KOI,Team Heretics,Team Heretics
ESPORTSTMNT06_2823385,Fnatic,SK Gaming,LEC,2023-07-23 16:55:30,Fnatic,2098,Fnatic,Fnatic,Fnatic
ESPORTSTMNT06_2823386,Team Heretics,Team BDS,LEC,2023-07-23 18:01:44,Team Heretics,2319,Team BDS,Team BDS,Team Heretics
ESPORTSTMNT06_2823396,G2 Esports,Excel Esports,LEC,2023-07-24 16:10:36,G2 Esports,1871,G2 Esports,G2 Esports,Excel Esports
ESPORTSTMNT06_2823406,G2 Esports,Excel Esports,LEC,2023-07-24 17:53:15,G2 Esports,2119,G2 Esports,G2 Esports,Excel Esports
ESPORTSTMNT06_2823408,Excel Esports,G2 Esports,LEC,2023-07-24 18:51:45,Excel Esports,1956,Excel Esports,G2 Esports,G2 Esports
ESPORTSTMNT06_2823469,Fnatic,Team Heretics,LEC,2023-07-28 16:12:30,Team Heretics,1861,Fnatic,Team Heretics,Team Heretics
ESPORTSTMNT06_2823476,Team Heretics,Fnatic,LEC,2023-07-28 18:00:09,Fnatic,1740,Team Heretics,Team Heretics,Team Heretics
ESPORTSTMNT06_2823490,Fnatic,Excel Esports,LEC,2023-07-29 16:58:38,Excel Esports,1814,Excel Esports,Fnatic,Fnatic
