match_id,team_1,team_2,league,date,winner,gamelength,firsttower_team,firstblood_team,firstdragon_team
ESPORTSTMNT03_3114863,INTZ,Liberty,CBLOL,2023-03-04 16:22:55,INTZ,2305,INTZ,INTZ,INTZ
ESPORTSTMNT03_3114925,Vivo Keyd Stars,RED Canids,CBLOL,2023-03-04 17:59:00,RED Canids,1994,Vivo Keyd Stars,RED Canids,Vivo Keyd Stars
ESPORTSTMNT03_3114975,KaBuM! Esports,Fluxo,CBLOL,2023-03-04 20:15:19,Fluxo,1879,KaBuM! Esports,KaBuM! Esports,Fluxo
ESPORTSTMNT03_3116931,FURIA,LOUD,CBLOL,2023-03-04 18:59:00,LOUD,2957,LOUD,LOUD,FURIA
ESPORTSTMNT03_3116979,paiN Gaming,Los Grandes,CBLOL,2023-03-04 21:12:42,paiN Gaming,1791,Los Grandes,Los Grandes,paiN Gaming
ESPORTSTMNT03_3117387,LOUD,RED Canids,CBLOL,2023-03-05 17:35:04,LOUD,1586,LOUD,LOUD,LOUD
ESPORTSTMNT03_3117421,Los Grandes,INTZ,CBLOL,2023-03-05 18:32:29,Los Grandes,1732,Los Grandes,INTZ,INTZ
ESPORTSTMNT03_3117452,Fluxo,paiN Gaming,CBLOL,2023-03-05 20:37:03,paiN Gaming,1782,paiN Gaming,paiN Gaming,Fluxo
ESPORTSTMNT03_3118326,FURIA,KaBuM! Esports,CBLOL,2023-03-05 16:18:14,KaBuM! Esports,2305,FURIA,FURIA,FURIA
ESPORTSTMNT03_3119387,Liberty,Vivo Keyd Stars,CBLOL,2023-03-05 19:30:16,Vivo Keyd Stars,2129,Vivo Keyd Stars,Vivo Keyd Stars,Vivo Keyd Stars
ESPORTSTMNT03_3126234,Fluxo,FURIA,CBLOL,2023-03-11 17:22:36,FURIA,1425,FURIA,FURIA,FURIA
ESPORTSTMNT03_3126254,RED Canids,KaBuM! Esports,CBLOL,2023-03-11 18:25:10,RED Canids,1899,RED Canids,RED Canids,RED Canids
ESPORTSTMNT03_3126281,Los Grandes,Liberty,CBLOL,2023-03-11 19:23:23,Los Grandes,2132,Liberty,Liberty,Los Grandes
ESPORTSTMNT03_3126529,KaBuM! Esports,Los Grandes,CBLOL,2023-03-12 16:21:43,Los Grandes,2017,Los Grandes,KaBuM! Esports,Los Grandes
ESPORTSTMNT03_3126561,FURIA,paiN Gaming,CBLOL,2023-03-12 17:25:38,paiN Gaming,1922,FURIA,paiN Gaming,FURIA
ESPORTSTMNT03_3126579,Liberty,RED Canids,CBLOL,2023-03-12 18:28:23,RED Canids,1902,Liberty,RED Canids,RED Canids
ESPORTSTMNT03_3127162,LOUD,Vivo Keyd Stars,CBLOL,2023-03-11 16:24:13,LOUD,1892,LOUD,LOUD,Vivo Keyd Stars
ESPORTSTMNT03_3127554,Vivo Keyd Stars,Fluxo,CBLOL,2023-03-12 20:27:37,Fluxo,2257,Vivo Keyd Stars,Fluxo,Vivo Keyd Stars
ESPORTSTMNT03_3128240,paiN Gaming,INTZ,CBLOL,2023-03-11 20:26:11,paiN Gaming,1583,paiN Gaming,paiN Gaming,paiN Gaming
ESPORTSTMNT03_3128544,INTZ,LOUD,CBLOL,2023-03-12 19:27:37,LOUD,1986,LOUD,LOUD,LOUD
ESPORTSTMNT03_3177889,LOUD,Los Grandes,CBLOL,2023-07-08 19:45:27,LOUD,1851,LOUD,LOUD,Los Grandes
ESPORTSTMNT03_3178793,FURIA,Liberty,CBLOL,2023-07-08 16:25:57,FURIA,2925,FURIA,Liberty,Liberty
ESPORTSTMNT03_3179835,RED Canids,Vivo Keyd Stars,CBLOL,2023-07-08 17:47:51,RED Canids,1651,Vivo Keyd Stars,RED Canids,Vivo Keyd Stars
ESPORTSTMNT03_3179855,Fluxo,INTZ,CBLOL,2023-07-08 18:42:28,INTZ,2229,Fluxo,INTZ,Fluxo
ESPORTSTMNT03_3179921,paiN Gaming,KaBuM! Esports,CBLOL,2023-07-08 20:38:09,paiN Gaming,1737,paiN Gaming,paiN Gaming,paiN Gaming
ESPORTSTMNT03_3181391,LOUD,paiN Gaming,CBLOL,2023-07-09 20:36:33,LOUD,3031,paiN Gaming,LOUD,LOUD
ESPORTSTMNT03_3182244,Vivo Keyd Stars,Fluxo,CBLOL,2023-07-09 16:36:03,Fluxo,2081,Vivo Keyd Stars,Fluxo,Fluxo
ESPORTSTMNT03_3182296,Los Grandes,KaBuM! Esports,CBLOL,2023-07-09 17:33:27,Los Grandes,1569,KaBuM! Esports,KaBuM! Esports,Los Grandes
ESPORTSTMNT03_3182321,INTZ,Liberty,CBLOL,2023-07-09 18:23:02,INTZ,1888,INTZ,INTZ,Liberty
ESPORTSTMNT03_3182352,FURIA,RED Canids,CBLOL,2023-07-09 19:18:50,RED Canids,2626,FURIA,FURIA,RED Canids
ESPORTSTMNT03_3186730,KaBuM! Esports,Vivo Keyd Stars,CBLOL,2023-07-15 17:11:06,Vivo Keyd Stars,2114,KaBuM! Esports,KaBuM! Esports,KaBuM! Esports
ESPORTSTMNT03_3187709,Fluxo,LOUD,CBLOL,2023-07-15 18:11:27,Fluxo,1857,Fluxo,Fluxo,Fluxo
ESPORTSTMNT03_3187730,Liberty,Los Grandes,CBLOL,2023-07-15 19:10:00,Los Grandes,1876,Liberty,Los Grandes,Los Grandes
ESPORTSTMNT03_3187747,RED Canids,INTZ,CBLOL,2023-07-15 20:07:01,RED Canids,2309,RED Canids,RED Canids,INTZ
ESPORTSTMNT03_3188628,paiN Gaming,FURIA,CBLOL,2023-07-15 16:19:12,paiN Gaming,1674,paiN Gaming,paiN Gaming,paiN Gaming
ESPORTSTMNT03_3188997,Liberty,KaBuM! Esports,CBLOL,2023-07-16 16:22:26,KaBuM! Esports,2084,KaBuM! Esports,Liberty,KaBuM! Esports
ESPORTSTMNT03_3189125,Los Grandes,paiN Gaming,CBLOL,2023-07-16 17:23:07,paiN Gaming,1512,paiN Gaming,paiN Gaming,paiN Gaming
ESPORTSTMNT03_3190206,INTZ,Vivo Keyd Stars,CBLOL,2023-07-16 20:23:07,Vivo Keyd Stars,2070,Vivo Keyd Stars,Vivo Keyd Stars,Vivo Keyd Stars
ESPORTSTMNT03_3191065,FURIA,Fluxo,CBLOL,2023-07-16 18:19:10,Fluxo,1897,Fluxo,Fluxo,FURIA
ESPORTSTMNT03_3191111,RED Canids,LOUD,CBLOL,2023-07-16 19:18:37,RED Canids,2108,RED Canids,RED Canids,RED Canids
ESPORTSTMNT03_3195065,LOUD,Liberty,CBLOL,2023-07-22 17:40:02,LOUD,1526,LOUD,Liberty,LOUD
ESPORTSTMNT03_3195074,Vivo Keyd Stars,paiN Gaming,CBLOL,2023-07-22 18:34:58,paiN Gaming,1716,paiN Gaming,paiN Gaming,Vivo Keyd Stars
ESPORTSTMNT03_3195090,KaBuM! Esports,INTZ,CBLOL,2023-07-22 19:28:07,INTZ,1987,INTZ,KaBuM! Esports,INTZ
ESPORTSTMNT03_3195284,KaBuM! Esports,LOUD,CBLOL,2023-07-23 19:23:51,LOUD,1777,LOUD,LOUD,LOUD
ESPORTSTMNT03_3195302,Vivo Keyd Stars,Los Grandes,CBLOL,2023-07-23 20:16:47,Vivo Keyd Stars,2471,Vivo Keyd Stars,Vivo Keyd Stars,Los Grandes
ESPORTSTMNT03_3196002,Fluxo,RED Canids,CBLOL,2023-07-22 16:29:26,Fluxo,2522,RED Canids,Fluxo,RED Canids
ESPORTSTMNT03_3196075,FURIA,Los Grandes,CBLOL,2023-07-22 20:23:45,Los Grandes,2255,FURIA,Los Grandes,Los Grandes
ESPORTSTMNT03_3196226,paiN Gaming,RED Canids,CBLOL,2023-07-23 17:27:36,paiN Gaming,1660,paiN Gaming,paiN Gaming,paiN Gaming
ESPORTSTMNT03_3196246,INTZ,FURIA,CBLOL,2023-07-23 18:24:40,FURIA,2138,FURIA,INTZ,FURIA
ESPORTSTMNT03_3197161,Liberty,Fluxo,CBLOL,2023-07-23 16:25:23,Fluxo,1596,Fluxo,Fluxo,Liberty
