match_id,team_1,team_2,league,date,winner
ESPORTSTMNT03_2567462,Flamengo Esports,Miners,CBLOL,2022-02-20 18:54:59,Miners
ESPORTSTMNT03_2567516,FURIA,LOUD,CBLOL,2022-02-20 19:51:32,LOUD
ESPORTSTMNT03_2631752,Liberty,INTZ,CBLOL,2022-03-20 15:45:58,Liberty
ESPORTSTMNT03_2631762,Rensga eSports,LOUD,CBLOL,2022-03-20 16:48:42,LOUD
ESPORTSTMNT03_2631796,Miners,FURIA,CBLOL,2022-03-20 17:58:10,FURIA
ESPORTSTMNT03_2631825,KaBuM! Esports,Flamengo Esports,CBLOL,2022-03-20 18:58:49,KaBuM! Esports
ESPORTSTMNT03_2631856,RED Canids,paiN Gaming,CBLOL,2022-03-20 19:55:55,paiN Gaming
ESPORTSTMNT03_2633616,KaBuM! Esports,RED Canids,CBLOL,2022-03-26 15:44:55,KaBuM! Esports
ESPORTSTMNT03_2633644,RED Canids,KaBuM! Esports,CBLOL,2022-03-26 16:56:50,KaBuM! Esports
ESPORTSTMNT03_2633657,RED Canids,KaBuM! Esports,CBLOL,2022-03-26 17:52:21,KaBuM! Esports
ESPORTSTMNT03_2635924,RED Canids,Liberty,CBLOL,2022-04-02 17:00:13,RED Canids
ESPORTSTMNT03_2635930,Liberty,RED Canids,CBLOL,2022-04-02 17:59:06,RED Canids
ESPORTSTMNT03_2635949,Liberty,RED Canids,CBLOL,2022-04-02 19:00:34,Liberty
ESPORTSTMNT03_2635970,RED Canids,Liberty,CBLOL,2022-04-02 19:44:13,RED Canids
ESPORTSTMNT03_2637518,RED Canids,KaBuM! Esports,CBLOL,2022-04-10 15:45:10,KaBuM! Esports
ESPORTSTMNT03_2637520,RED Canids,KaBuM! Esports,CBLOL,2022-04-10 17:02:07,RED Canids
ESPORTSTMNT03_2637524,RED Canids,KaBuM! Esports,CBLOL,2022-04-10 17:50:16,RED Canids
ESPORTSTMNT03_2637527,KaBuM! Esports,RED Canids,CBLOL,2022-04-10 18:50:34,RED Canids
ESPORTSTMNT03_2638459,RED Canids,paiN Gaming,CBLOL,2022-04-23 17:07:14,RED Canids
ESPORTSTMNT03_2638460,RED Canids,paiN Gaming,CBLOL,2022-04-23 18:01:45,paiN Gaming
ESPORTSTMNT03_2651434,paiN Gaming,Rensga eSports,CBLOL,2022-03-19 15:44:44,paiN Gaming
ESPORTSTMNT03_2651447,FURIA,KaBuM! Esports,CBLOL,2022-03-19 16:59:51,KaBuM! Esports
ESPORTSTMNT03_2651460,Flamengo Esports,Liberty,CBLOL,2022-03-19 17:58:57,Liberty
ESPORTSTMNT03_2651473,INTZ,RED Canids,CBLOL,2022-03-19 18:58:50,RED Canids
ESPORTSTMNT03_2651501,LOUD,Miners,CBLOL,2022-03-19 20:02:12,Miners
ESPORTSTMNT03_2653081,Miners,Liberty,CBLOL,2022-03-25 15:45:08,Liberty
ESPORTSTMNT03_2653100,Liberty,Miners,CBLOL,2022-03-25 17:00:57,Liberty
ESPORTSTMNT03_2653118,Liberty,Miners,CBLOL,2022-03-25 18:09:35,Liberty
ESPORTSTMNT03_2653763,paiN Gaming,FURIA,CBLOL,2022-03-27 15:46:31,paiN Gaming
ESPORTSTMNT03_2653778,FURIA,paiN Gaming,CBLOL,2022-03-27 16:54:28,FURIA
ESPORTSTMNT03_2653794,FURIA,paiN Gaming,CBLOL,2022-03-27 17:58:59,FURIA
